Year;Month;Progress;2 Mean;3 Mean;4 Mean;5 Mean;AR 2 Mean;AR 3 Mean;AR 4 Mean;AR 5 Mean;AR 2 Mean Error;AR 3 Mean Error;AR 4 Mean Error;AR 5 Mean Error
2022;11;1.099963316704505;0.9024307260646652;0.9392959210993348;0.940914821199168;0.9767982996676776;1.067129247762158;1.0628662453886883;1.0658105574352403;1.0677797878134072;-0.032834068942347194;-0.03709707131581674;-0.034152759269264754;-0.03218352889109788
2022;12;1.0728490585446302;0.9156156714983378;0.9587483781350462;0.96729942634755;1.0000988737147634;1.0709980954627;1.0853811192788223;1.090712429299993;1.096852207834612;-0.0018509630819301126;0.012532060734192108;0.017863370755362817;0.024003149289981707
2023;1;0.9004908215605919;0.9389374181994088;0.9177250697145392;0.9041643634797012;0.8953472353302796;1.0668469291813865;1.0119996242337486;0.9873566178074786;0.9519836067575203;;;0.08686579624688673;0.05149278519692835
2023;2;0.9444356990786572;0.9393116065530382;0.9114238430614178;0.904551950136385;0.9053157466885022;0.9134833290623331;0.9072412851174014;0.8987915277387977;0.9080189310396465;-0.030952370016324116;-0.03719441396125578;-0.04564417133985954;-0.03641676803901073
2023;3;0.9227267496408064;0.9305970034306272;0.9305970034306272;0.9152203833863464;0.9093903849322716;0.9227889144916093;0.9575015930058305;0.9432934315976896;0.9447330063133805;6.216485080290379e-05;0.03477484336502412;0.02056668195688327;0.022006256672574165
2023;4;0.9643709155251384;0.8998974900666925;0.8289181352467342;0.8455512165076743;0.8526759112322878;0.9036273112686256;0.8332958822838323;0.8612391028104319;0.8696231522806167;-0.06074360425651282;;;-0.09474776324452172
2023;5;0.9691265764440284;0.8856642537884878;0.8856642537884878;0.8904608902926947;0.8824591989598136;0.9396492845443821;0.990437755140582;0.9873655788706572;0.9784421299940276;-0.02947729189964632;0.021311178696553523;0.018239002426628792;0.009315553549999134
2023;6;0.9821762914615226;0.8820933212125783;0.8325803203402059;0.860572156347879;0.857912992453451;0.9587346554197776;0.9086539352355346;0.9348701612722123;0.9317054943779608;-0.023441636041744984;-0.07352235622598802;-0.04730613018931029;-0.050470797083561836
2023;7;0.9854629143572958;0.8468643817442087;0.8273669773950028;0.8661520370406852;0.8658318496886477;0.9316677611990397;0.9438426435164755;0.9610700954207068;0.965653130025341;-0.053795153158256115;-0.04162027084082032;-0.024392818936589067;-0.019809784331954794
2023;8;0.999547616253192;0.9141113992425732;0.8804935088134628;0.9026272763432194;0.9062645581889648;1.0283128603721678;1.008517499298249;1.0018801892327742;1.0024514210510744;0.028765244118975852;0.008969883045057081;0.002332572979582226;0.0029038047978824366
2023;9;0.980334512447466;0.9555934746344408;0.8905466426033904;0.9105012083851182;0.9139746045024352;1.031364350201208;0.9883328502468556;0.9878801509458017;0.986809081753224;0.051029837753741925;0.007998337799389521;0.007545638498335672;0.00647456930575796
2023;10;0.9655627519225016;1.0110353277771025;0.9219922323149844;0.9396057688673608;0.93147343513137;1.0318341667592763;0.9960730159741632;0.9948693801342592;0.983516691425084;0.06627141483677468;0.030510264051661573;0.029306628211757557;0.017953939502582394
2023;11;0.9628635930225912;1.0416545670506994;0.968274922944612;0.9794627700006272;0.9727245203002356;1.0075660801954778;1.0084747572688808;1.0012077635291718;1.0008339006110776;0.04470248717288661;0.04561116424628964;0.03834417050658068;0.03797030758848641
2023;12;0.9780899487306984;1.0206841546991892;0.9680268005137684;0.9872735482374422;0.988409352786966;0.9596866531586908;0.9710814049119088;0.9761450460035974;0.9832866339434777;-0.018403295572007594;-0.007008543818789681;-0.0019449027271010166;0.005196685212779273
2024;1;0.9306095137419398;0.9270716977555152;0.9261218859864698;0.9134165076760524;0.9034296550958792;0.8967564781574158;0.9393867079173982;0.9102574426830743;0.9011484230939791;-0.033853035584524016;0.008777194175458414;-0.020352071058865495;-0.029461090647960653
2024;2;0.9542542078202426;0.9611139714237612;0.9410196373949112;0.9196768070657276;0.9125286999248396;0.9725317992289331;0.9527471762362814;0.9417343562011984;0.9431912233593884;0.018277591408690452;-0.0015070315839612602;-0.012519851619044231;-0.011062984460854186
2024;3;0.97733447225267;0.9542921149612524;0.9279735855006868;0.9279735855006868;0.9170969749499612;0.9590083267591026;0.9452348389179912;0.9642479055699723;0.9583894734929158;-0.01832614549356737;-0.0320996333346788;-0.013086566682697698;-0.018944998759754195
2024;4;0.9409763071562656;0.970531977466038;0.9213886318861744;0.8627813303163353;0.8693151563111672;0.9930523653099242;0.965612485674447;0.9089133016968276;0.9231396734599352;0.05207605815365868;0.02463617851818145;-0.032063005459437965;-0.017836633696330373
2024;5;0.9382734867161524;0.949346863512535;0.9134850280070014;0.9134850280070014;0.910127311830528;0.935423081607696;0.9376851885805061;0.9812284991855561;0.97184284119001;-0.0028504051084563553;-0.0005882981356463146;0.0429550124694037;0.03356935447385756
