Year;Month;High;Low;Buy Price;Sell Price;Take Profit
2017;5;3650.0;3485.0;3383.8863625847735;3417.7252262106213;False
2017;5;3550.0;3465.0;3383.8863625847735;3417.7252262106213;False
2017;5;3495.0;3475.0;3383.8863625847735;3417.7252262106213;False
2017;5;3545.0;3490.0;3383.8863625847735;3417.7252262106213;False
2017;5;3590.0;3505.0;3383.8863625847735;3417.7252262106213;False
2017;5;3560.0;3520.0;3383.8863625847735;3417.7252262106213;False
2017;5;3530.0;3430.0;3383.8863625847735;3417.7252262106213;False
2017;6;3430.0;3430.0;3340.358752279708;3373.762339802505;False
2017;6;3530.0;3465.0;3340.358752279708;3373.762339802505;False
2017;6;3565.0;3495.0;3340.358752279708;3373.762339802505;False
2017;6;3535.0;3500.0;3340.358752279708;3373.762339802505;False
2017;6;3570.0;3520.0;3340.358752279708;3373.762339802505;False
2017;6;3610.0;3570.0;3340.358752279708;3373.762339802505;False
2017;6;3620.0;3505.0;3340.358752279708;3373.762339802505;False
2017;6;3580.0;3520.0;3340.358752279708;3373.762339802505;False
2017;6;3590.0;3545.0;3340.358752279708;3373.762339802505;False
2017;6;3595.0;3540.0;3340.358752279708;3373.762339802505;False
2017;6;3620.0;3575.0;3340.358752279708;3373.762339802505;False
2017;6;3630.0;3560.0;3340.358752279708;3373.762339802505;False
2017;6;3610.0;3575.0;3340.358752279708;3373.762339802505;False
2017;6;3635.0;3585.0;3340.358752279708;3373.762339802505;False
2017;6;3645.0;3610.0;3340.358752279708;3373.762339802505;False
2017;6;3665.0;3595.0;3340.358752279708;3373.762339802505;False
2017;6;3630.0;3630.0;3340.358752279708;3373.762339802505;False
2017;6;3630.0;3630.0;3340.358752279708;3373.762339802505;False
2017;6;3630.0;3630.0;3340.358752279708;3373.762339802505;False
2017;6;3630.0;3630.0;3340.358752279708;3373.762339802505;False
2017;6;3630.0;3630.0;3340.358752279708;3373.762339802505;False
2017;6;3630.0;3630.0;3340.358752279708;3373.762339802505;False
2017;7;3700.0;3615.0;3598.891555144905;3634.880470696354;False
2017;7;3745.0;3685.0;3598.891555144905;3634.880470696354;False
2017;7;3735.0;3660.0;3598.891555144905;3634.880470696354;False
2017;7;3670.0;3620.0;3598.891555144905;3634.880470696354;False
2017;7;3710.0;3665.0;3598.891555144905;3634.880470696354;False
2017;7;3730.0;3650.0;3598.891555144905;3634.880470696354;False
2017;7;3690.0;3650.0;3598.891555144905;3634.880470696354;False
2017;7;3695.0;3620.0;3598.891555144905;3634.880470696354;False
2017;7;3705.0;3655.0;3598.891555144905;3634.880470696354;False
2017;7;3710.0;3660.0;3598.891555144905;3634.880470696354;False
2017;7;3680.0;3650.0;3598.891555144905;3634.880470696354;False
2017;7;3670.0;3635.0;3598.891555144905;3634.880470696354;False
2017;7;3695.0;3660.0;3598.891555144905;3634.880470696354;False
2017;7;3700.0;3670.0;3598.891555144905;3634.880470696354;False
2017;7;3695.0;3645.0;3598.891555144905;3634.880470696354;False
2017;7;3725.0;3640.0;3598.891555144905;3634.880470696354;False
2017;7;3735.0;3680.0;3598.891555144905;3634.880470696354;False
2017;7;3780.0;3710.0;3598.891555144905;3634.880470696354;False
2017;7;3770.0;3740.0;3598.891555144905;3634.880470696354;False
2017;7;3800.0;3740.0;3598.891555144905;3634.880470696354;False
2017;7;3765.0;3715.0;3598.891555144905;3634.880470696354;False
2017;8;3795.0;3745.0;3629.4574751046284;3665.7520498556746;False
2017;8;3795.0;3765.0;3629.4574751046284;3665.7520498556746;False
2017;8;3810.0;3710.0;3629.4574751046284;3665.7520498556746;False
2017;8;3750.0;3710.0;3629.4574751046284;3665.7520498556746;False
2017;8;3750.0;3715.0;3629.4574751046284;3665.7520498556746;False
2017;8;3810.0;3740.0;3629.4574751046284;3665.7520498556746;False
2017;8;3805.0;3750.0;3629.4574751046284;3665.7520498556746;False
2017;8;3810.0;3745.0;3629.4574751046284;3665.7520498556746;False
2017;8;3765.0;3715.0;3629.4574751046284;3665.7520498556746;False
2017;8;3765.0;3730.0;3629.4574751046284;3665.7520498556746;False
2017;8;3760.0;3700.0;3629.4574751046284;3665.7520498556746;False
2017;8;3785.0;3730.0;3629.4574751046284;3665.7520498556746;False
2017;8;3780.0;3780.0;3629.4574751046284;3665.7520498556746;False
2017;8;3780.0;3725.0;3629.4574751046284;3665.7520498556746;False
2017;8;3765.0;3740.0;3629.4574751046284;3665.7520498556746;False
2017;8;3775.0;3760.0;3629.4574751046284;3665.7520498556746;False
2017;8;3830.0;3770.0;3629.4574751046284;3665.7520498556746;False
2017;8;3830.0;3775.0;3629.4574751046284;3665.7520498556746;False
2017;8;3840.0;3795.0;3629.4574751046284;3665.7520498556746;False
2017;8;3820.0;3775.0;3629.4574751046284;3665.7520498556746;False
2017;8;3815.0;3780.0;3629.4574751046284;3665.7520498556746;False
2017;8;3840.0;3785.0;3629.4574751046284;3665.7520498556746;False
2017;8;3840.0;3790.0;3629.4574751046284;3665.7520498556746;False
2017;9;3790.0;3790.0;3656.5619613582676;3693.1275809718504;False
2017;9;3800.0;3740.0;3656.5619613582676;3693.1275809718504;False
2017;9;3800.0;3735.0;3656.5619613582676;3693.1275809718504;False
2017;9;3805.0;3760.0;3656.5619613582676;3693.1275809718504;False
2017;9;3820.0;3750.0;3656.5619613582676;3693.1275809718504;False
2017;9;3805.0;3740.0;3656.5619613582676;3693.1275809718504;False
2017;9;3805.0;3780.0;3656.5619613582676;3693.1275809718504;False
2017;9;3820.0;3785.0;3656.5619613582676;3693.1275809718504;False
2017;9;3825.0;3770.0;3656.5619613582676;3693.1275809718504;False
2017;9;3830.0;3810.0;3656.5619613582676;3693.1275809718504;False
2017;9;3805.0;3765.0;3656.5619613582676;3693.1275809718504;False
2017;9;3800.0;3765.0;3656.5619613582676;3693.1275809718504;False
2017;9;3835.0;3765.0;3656.5619613582676;3693.1275809718504;False
2017;9;3820.0;3795.0;3656.5619613582676;3693.1275809718504;False
2017;9;3810.0;3810.0;3656.5619613582676;3693.1275809718504;False
2017;9;3995.0;3805.0;3656.5619613582676;3693.1275809718504;False
2017;9;3960.0;3925.0;3656.5619613582676;3693.1275809718504;False
2017;9;3955.0;3920.0;3656.5619613582676;3693.1275809718504;False
2017;9;3960.0;3930.0;3656.5619613582676;3693.1275809718504;False
2017;9;3970.0;3930.0;3656.5619613582676;3693.1275809718504;False
2017;9;4075.0;3965.0;3656.5619613582676;3693.1275809718504;False
2017;10;4120.0;4045.0;3852.926680798007;3891.455947605987;False
2017;10;4100.0;4040.0;3852.926680798007;3891.455947605987;False
2017;10;4110.0;4055.0;3852.926680798007;3891.455947605987;False
2017;10;4065.0;4015.0;3852.926680798007;3891.455947605987;False
2017;10;4105.0;4020.0;3852.926680798007;3891.455947605987;False
2017;10;4080.0;4050.0;3852.926680798007;3891.455947605987;False
2017;10;4080.0;4040.0;3852.926680798007;3891.455947605987;False
2017;10;4085.0;4040.0;3852.926680798007;3891.455947605987;False
2017;10;4165.0;4075.0;3852.926680798007;3891.455947605987;False
2017;10;4190.0;4110.0;3852.926680798007;3891.455947605987;False
2017;10;4210.0;4135.0;3852.926680798007;3891.455947605987;False
2017;10;4150.0;4010.0;3852.926680798007;3891.455947605987;False
2017;10;4140.0;4015.0;3852.926680798007;3891.455947605987;False
2017;10;4070.0;4030.0;3852.926680798007;3891.455947605987;False
2017;10;4190.0;4070.0;3852.926680798007;3891.455947605987;False
2017;10;4275.0;4130.0;3852.926680798007;3891.455947605987;False
2017;10;4250.0;4120.0;3852.926680798007;3891.455947605987;False
2017;10;4210.0;4080.0;3852.926680798007;3891.455947605987;False
2017;10;4200.0;4120.0;3852.926680798007;3891.455947605987;False
2017;10;4150.0;4040.0;3852.926680798007;3891.455947605987;False
2017;10;4095.0;4060.0;3852.926680798007;3891.455947605987;False
2017;10;4185.0;4105.0;3852.926680798007;3891.455947605987;False
2017;11;4275.0;4200.0;3936.3147459767624;3975.67789343653;False
2017;11;4325.0;4280.0;3936.3147459767624;3975.67789343653;False
2017;11;4300.0;4140.0;3936.3147459767624;3975.67789343653;False
2017;11;4240.0;4200.0;3936.3147459767624;3975.67789343653;False
2017;11;4215.0;4150.0;3936.3147459767624;3975.67789343653;False
2017;11;4225.0;4160.0;3936.3147459767624;3975.67789343653;False
2017;11;4210.0;4155.0;3936.3147459767624;3975.67789343653;False
2017;11;4180.0;4120.0;3936.3147459767624;3975.67789343653;False
2017;11;4140.0;4080.0;3936.3147459767624;3975.67789343653;False
2017;11;4110.0;4085.0;3936.3147459767624;3975.67789343653;False
2017;11;4230.0;4100.0;3936.3147459767624;3975.67789343653;False
2017;11;4240.0;4190.0;3936.3147459767624;3975.67789343653;False
2017;11;4240.0;4165.0;3936.3147459767624;3975.67789343653;False
2017;11;4255.0;4205.0;3936.3147459767624;3975.67789343653;False
2017;11;4245.0;4175.0;3936.3147459767624;3975.67789343653;False
2017;11;4245.0;4200.0;3936.3147459767624;3975.67789343653;False
2017;11;4250.0;4170.0;3936.3147459767624;3975.67789343653;False
2017;11;4210.0;4155.0;3936.3147459767624;3975.67789343653;False
2017;11;4260.0;4165.0;3936.3147459767624;3975.67789343653;False
2017;11;4260.0;4210.0;3936.3147459767624;3975.67789343653;False
2017;11;4265.0;4185.0;3936.3147459767624;3975.67789343653;False
2017;11;4260.0;4070.0;3936.3147459767624;3975.67789343653;False
2017;12;4070.0;4070.0;3446.6306452133645;3481.096951665498;False
2017;12;4230.0;4130.0;3446.6306452133645;3481.096951665498;False
2017;12;4225.0;4180.0;3446.6306452133645;3481.096951665498;False
2017;12;4275.0;4200.0;3446.6306452133645;3481.096951665498;False
2017;12;4260.0;4175.0;3446.6306452133645;3481.096951665498;False
2017;12;4245.0;4205.0;3446.6306452133645;3481.096951665498;False
2017;12;4250.0;4200.0;3446.6306452133645;3481.096951665498;False
2017;12;4250.0;4170.0;3446.6306452133645;3481.096951665498;False
2017;12;4235.0;4185.0;3446.6306452133645;3481.096951665498;False
2017;12;4230.0;4175.0;3446.6306452133645;3481.096951665498;False
2017;12;4220.0;4180.0;3446.6306452133645;3481.096951665498;False
2017;12;4220.0;4170.0;3446.6306452133645;3481.096951665498;False
2017;12;4250.0;4190.0;3446.6306452133645;3481.096951665498;False
2017;12;4210.0;4175.0;3446.6306452133645;3481.096951665498;False
2017;12;4230.0;4190.0;3446.6306452133645;3481.096951665498;False
2017;12;4335.0;4195.0;3446.6306452133645;3481.096951665498;False
2017;12;4300.0;4300.0;3446.6306452133645;3481.096951665498;False
2017;12;4300.0;4300.0;3446.6306452133645;3481.096951665498;False
2017;12;4340.0;4280.0;3446.6306452133645;3481.096951665498;False
2017;12;4400.0;4295.0;3446.6306452133645;3481.096951665498;False
2017;12;4550.0;4330.0;3446.6306452133645;3481.096951665498;False
2018;1;4380.0;4380.0;5012.38001865315;5062.503818839681;False
2018;1;4505.0;4365.0;5012.38001865315;5062.503818839681;False
2018;1;4390.0;4265.0;5012.38001865315;5062.503818839681;False
2018;1;4445.0;4380.0;5012.38001865315;5062.503818839681;False
2018;1;4480.0;4435.0;5012.38001865315;5062.503818839681;False
2018;1;4515.0;4445.0;5012.38001865315;5062.503818839681;False
2018;1;4510.0;4490.0;5012.38001865315;5062.503818839681;False
2018;1;4545.0;4465.0;5012.38001865315;5062.503818839681;False
2018;1;4540.0;4460.0;5012.38001865315;5062.503818839681;False
2018;1;4545.0;4465.0;5012.38001865315;5062.503818839681;False
2018;1;4500.0;4460.0;5012.38001865315;5062.503818839681;False
2018;1;4535.0;4490.0;5012.38001865315;5062.503818839681;False
2018;1;4540.0;4430.0;5012.38001865315;5062.503818839681;False
2018;1;4520.0;4450.0;5012.38001865315;5062.503818839681;False
2018;1;4530.0;4480.0;5012.38001865315;5062.503818839681;False
2018;1;4515.0;4485.0;5012.38001865315;5062.503818839681;False
2018;1;4540.0;4505.0;5012.38001865315;5062.503818839681;False
2018;1;4525.0;4500.0;5012.38001865315;5062.503818839681;False
2018;1;4530.0;4490.0;5012.38001865315;5062.503818839681;False
2018;1;4570.0;4505.0;5012.38001865315;5062.503818839681;False
2018;1;4565.0;4510.0;5012.38001865315;5062.503818839681;False
2018;1;4690.0;4530.0;5012.38001865315;5062.503818839681;False
2018;1;4580.0;4540.0;5012.38001865315;5062.503818839681;False
2018;2;4685.0;4570.0;4570.693065554202;4616.399996209744;True
2018;2;4940.0;4720.0;4570.693065554202;4616.399996209744;False
2018;2;4805.0;4700.0;4570.693065554202;4616.399996209744;False
2018;2;4735.0;4660.0;4570.693065554202;4616.399996209744;False
2018;2;4795.0;4695.0;4570.693065554202;4616.399996209744;False
2018;2;4760.0;4700.0;4570.693065554202;4616.399996209744;False
2018;2;4745.0;4670.0;4570.693065554202;4616.399996209744;False
2018;2;4760.0;4700.0;4570.693065554202;4616.399996209744;False
2018;2;4785.0;4750.0;4570.693065554202;4616.399996209744;False
2018;2;4775.0;4710.0;4570.693065554202;4616.399996209744;False
2018;2;4785.0;4690.0;4570.693065554202;4616.399996209744;False
2018;2;4690.0;4690.0;4570.693065554202;4616.399996209744;False
2018;2;4850.0;4730.0;4570.693065554202;4616.399996209744;False
2018;2;4840.0;4775.0;4570.693065554202;4616.399996209744;False
2018;2;4835.0;4745.0;4570.693065554202;4616.399996209744;False
2018;2;4835.0;4750.0;4570.693065554202;4616.399996209744;False
2018;2;4895.0;4790.0;4570.693065554202;4616.399996209744;False
2018;2;4845.0;4700.0;4570.693065554202;4616.399996209744;False
2018;2;4755.0;4660.0;4570.693065554202;4616.399996209744;False
2018;2;4690.0;4615.0;4570.693065554202;4616.399996209744;False
2018;3;4645.0;4620.0;4767.488684210404;4815.163571052508;False
2018;3;4625.0;4550.0;4767.488684210404;4815.163571052508;False
2018;3;4660.0;4575.0;4767.488684210404;4815.163571052508;False
2018;3;4640.0;4545.0;4767.488684210404;4815.163571052508;False
2018;3;4630.0;4505.0;4767.488684210404;4815.163571052508;False
2018;3;4680.0;4550.0;4767.488684210404;4815.163571052508;False
2018;3;4660.0;4595.0;4767.488684210404;4815.163571052508;False
2018;3;4730.0;4670.0;4767.488684210404;4815.163571052508;False
2018;3;4740.0;4655.0;4767.488684210404;4815.163571052508;False
2018;3;4720.0;4645.0;4767.488684210404;4815.163571052508;False
2018;3;4685.0;4650.0;4767.488684210404;4815.163571052508;False
2018;3;4735.0;4600.0;4767.488684210404;4815.163571052508;False
2018;3;4675.0;4640.0;4767.488684210404;4815.163571052508;False
2018;3;4660.0;4600.0;4767.488684210404;4815.163571052508;False
2018;3;4705.0;4655.0;4767.488684210404;4815.163571052508;False
2018;3;4700.0;4670.0;4767.488684210404;4815.163571052508;False
2018;3;4760.0;4600.0;4767.488684210404;4815.163571052508;False
2018;3;4690.0;4640.0;4767.488684210404;4815.163571052508;False
2018;3;4755.0;4685.0;4767.488684210404;4815.163571052508;False
2018;3;4690.0;4630.0;4767.488684210404;4815.163571052508;False
2018;3;4665.0;4565.0;4767.488684210404;4815.163571052508;False
2018;3;4660.0;4660.0;4767.488684210404;4815.163571052508;False
2018;4;4695.0;4620.0;4746.729680264806;4794.196977067454;False
2018;4;4700.0;4665.0;4746.729680264806;4794.196977067454;False
2018;4;4700.0;4605.0;4746.729680264806;4794.196977067454;False
2018;4;4700.0;4610.0;4746.729680264806;4794.196977067454;False
2018;4;4625.0;4520.0;4746.729680264806;4794.196977067454;False
2018;4;4580.0;4515.0;4746.729680264806;4794.196977067454;False
2018;4;4690.0;4560.0;4746.729680264806;4794.196977067454;False
2018;4;4730.0;4660.0;4746.729680264806;4794.196977067454;False
2018;4;4665.0;4610.0;4746.729680264806;4794.196977067454;False
2018;4;4630.0;4580.0;4746.729680264806;4794.196977067454;False
2018;4;4580.0;4580.0;4746.729680264806;4794.196977067454;False
2018;4;4580.0;4580.0;4746.729680264806;4794.196977067454;False
2018;4;4595.0;4545.0;4746.729680264806;4794.196977067454;False
2018;4;4595.0;4595.0;4746.729680264806;4794.196977067454;False
2018;4;4595.0;4595.0;4746.729680264806;4794.196977067454;False
2018;4;4640.0;4585.0;4746.729680264806;4794.196977067454;False
2018;4;4625.0;4575.0;4746.729680264806;4794.196977067454;False
2018;4;4585.0;4585.0;4746.729680264806;4794.196977067454;False
2018;4;4585.0;4585.0;4746.729680264806;4794.196977067454;False
2018;4;4585.0;4585.0;4746.729680264806;4794.196977067454;False
2018;4;4480.0;4290.0;4746.729680264806;4794.196977067454;False
2018;5;4420.0;4420.0;4591.3908188768455;4637.304727065614;False
2018;5;4580.0;4420.0;4591.3908188768455;4637.304727065614;False
2018;5;4575.0;4460.0;4591.3908188768455;4637.304727065614;False
2018;5;4465.0;4400.0;4591.3908188768455;4637.304727065614;False
2018;5;4460.0;4360.0;4591.3908188768455;4637.304727065614;False
2018;5;4405.0;4340.0;4591.3908188768455;4637.304727065614;False
2018;5;4580.0;4305.0;4591.3908188768455;4637.304727065614;False
2018;5;4580.0;4580.0;4591.3908188768455;4637.304727065614;False
2018;5;4610.0;4510.0;4591.3908188768455;4637.304727065614;False
2018;5;4595.0;4465.0;4591.3908188768455;4637.304727065614;False
2018;5;4540.0;4400.0;4591.3908188768455;4637.304727065614;False
2018;5;4480.0;4380.0;4591.3908188768455;4637.304727065614;False
2018;5;4455.0;4400.0;4591.3908188768455;4637.304727065614;False
2018;5;4405.0;4340.0;4591.3908188768455;4637.304727065614;False
2018;5;4345.0;4295.0;4591.3908188768455;4637.304727065614;False
2018;5;4420.0;4340.0;4591.3908188768455;4637.304727065614;False
2018;5;4470.0;4400.0;4591.3908188768455;4637.304727065614;False
2018;5;4525.0;4455.0;4591.3908188768455;4637.304727065614;False
2018;5;4535.0;4475.0;4591.3908188768455;4637.304727065614;False
2018;5;4600.0;4480.0;4591.3908188768455;4637.304727065614;False
2018;5;4570.0;4570.0;4591.3908188768455;4637.304727065614;False
2018;5;4595.0;4490.0;4591.3908188768455;4637.304727065614;False
2018;5;4590.0;4490.0;4591.3908188768455;4637.304727065614;False
2018;6;4540.0;4540.0;4380.839956286628;4424.648355849495;True
2018;6;4595.0;4560.0;4380.839956286628;4424.648355849495;False
2018;6;4585.0;4480.0;4380.839956286628;4424.648355849495;False
2018;6;4630.0;4525.0;4380.839956286628;4424.648355849495;False
2018;6;4630.0;4580.0;4380.839956286628;4424.648355849495;False
2018;6;4600.0;4420.0;4380.839956286628;4424.648355849495;False
2018;6;4450.0;4450.0;4380.839956286628;4424.648355849495;False
2018;6;4450.0;4450.0;4380.839956286628;4424.648355849495;False
2018;6;4450.0;4450.0;4380.839956286628;4424.648355849495;False
2018;6;4450.0;4450.0;4380.839956286628;4424.648355849495;False
2018;6;4450.0;4450.0;4380.839956286628;4424.648355849495;False
2018;6;4450.0;4450.0;4380.839956286628;4424.648355849495;False
2018;6;4450.0;4450.0;4380.839956286628;4424.648355849495;False
2018;6;4405.0;4230.0;4380.839956286628;4424.648355849495;False
2018;6;4390.0;4230.0;4380.839956286628;4424.648355849495;False
2018;6;4385.0;4220.0;4380.839956286628;4424.648355849495;False
2018;6;4495.0;4365.0;4380.839956286628;4424.648355849495;True
2018;6;4460.0;4275.0;4380.839956286628;4424.648355849495;False
2018;6;4340.0;4270.0;4380.839956286628;4424.648355849495;False
2018;6;4275.0;4185.0;4380.839956286628;4424.648355849495;False
2018;6;4295.0;4165.0;4380.839956286628;4424.648355849495;False
2018;7;4330.0;4285.0;4624.159936415609;4670.401535779765;False
2018;7;4325.0;4120.0;4624.159936415609;4670.401535779765;False
2018;7;4280.0;4140.0;4624.159936415609;4670.401535779765;False
2018;7;4260.0;4200.0;4624.159936415609;4670.401535779765;False
2018;7;4210.0;4185.0;4624.159936415609;4670.401535779765;False
2018;7;4400.0;4215.0;4624.159936415609;4670.401535779765;False
2018;7;4400.0;4280.0;4624.159936415609;4670.401535779765;False
2018;7;4490.0;4300.0;4624.159936415609;4670.401535779765;False
2018;7;4580.0;4435.0;4624.159936415609;4670.401535779765;False
2018;7;4615.0;4560.0;4624.159936415609;4670.401535779765;False
2018;7;4625.0;4580.0;4624.159936415609;4670.401535779765;False
2018;7;4600.0;4505.0;4624.159936415609;4670.401535779765;False
2018;7;4640.0;4590.0;4624.159936415609;4670.401535779765;False
2018;7;4640.0;4610.0;4624.159936415609;4670.401535779765;False
2018;7;4630.0;4585.0;4624.159936415609;4670.401535779765;False
2018;7;4700.0;4620.0;4624.159936415609;4670.401535779765;True
2018;7;4705.0;4660.0;4624.159936415609;4670.401535779765;False
2018;7;4715.0;4685.0;4624.159936415609;4670.401535779765;False
2018;7;4725.0;4645.0;4624.159936415609;4670.401535779765;False
2018;7;4670.0;4625.0;4624.159936415609;4670.401535779765;False
2018;7;4680.0;4600.0;4624.159936415609;4670.401535779765;False
2018;7;4660.0;4530.0;4624.159936415609;4670.401535779765;False
2018;8;4695.0;4650.0;4636.1356889787985;4682.497045868587;True
2018;8;4780.0;4690.0;4636.1356889787985;4682.497045868587;False
2018;8;4730.0;4670.0;4636.1356889787985;4682.497045868587;False
2018;8;4760.0;4680.0;4636.1356889787985;4682.497045868587;False
2018;8;4775.0;4740.0;4636.1356889787985;4682.497045868587;False
2018;8;4790.0;4710.0;4636.1356889787985;4682.497045868587;False
2018;8;4820.0;4780.0;4636.1356889787985;4682.497045868587;False
2018;8;4815.0;4740.0;4636.1356889787985;4682.497045868587;False
2018;8;4710.0;4610.0;4636.1356889787985;4682.497045868587;False
